Outlets Name,Latitude,Longitude,Company,City,links,State,state_district,county,postcode,suburb,Distance
Papa kjs,17.49775833,78.42666333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4977583333,78.4266633333",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 121 Kukatpally,16.7997055
Devi kjs,17.4977449,78.4266621,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4977449,78.4266621",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 121 Kukatpally,16.79982887
Lokesh kjs,17.4977488,78.426661,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4977488,78.426661",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 121 Kukatpally,16.79993875
Surya kjs,17.497734,78.426657,Naturo,Hydrabad,"https://www.google.com/maps/search/17.497734,78.426657",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 121 Kukatpally,16.80033926
Priyanka kjs,17.49701833,78.42665667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4970183333,78.4266566667",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 121 Kukatpally,16.80055243
Manu kjs,17.497795,78.42658833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.497795,78.4265883333",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500037,Ward 126 Jagathgirigutta,16.80720501
Kavshik KGS,17.34251333,78.53034167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3425133333,78.5303416667",Telangana,Ranga Reddy District,Saroornagar mandal,500079,Ward 17 Champapet,16.80790678
Sri kanakadhara kgs,17.33959667,78.53778333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3395966667,78.5377833333",Telangana,Ranga Reddy District,Saroornagar mandal,500079,Ward 17 Champapet,16.8116073
Venkat ljs,17.43183,78.43993167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43183,78.4399316667",Telangana,Hyderabad District,Khairatabad mandal,500073,Ward 97 Somajiguda,16.820493
Bharath kgs,17.39686379,78.46003839,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39686379,78.46003839",Telangana,Hyderabad District,Asif Nagar mandal,500004,Ward 73 Vijay Nagar Colony,16.82587918
G. Laxman kgs,17.35674,78.50288667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.35674,78.5028866667",Telangana,Hyderabad District,Saidabad mandal,500059,Ward 37 Kurmaguda,16.82857367
Manikanta kgs,17.3303248,78.5779203,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3303248,78.5779203",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Ward 13 Hayath Nagar,16.83088772
Irani bakery,17.46747,78.42906833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.46747,78.4290683333",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Bharath Nagar,16.83466143
Balaji srinivas kgs,17.34270167,78.529085,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3427016667,78.529085",Telangana,Ranga Reddy District,Saroornagar mandal,500079,Ward 17 Champapet,16.83904672
Ramul bakery,17.467315,78.42904333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.467315,78.4290433333",Andhra Pradesh,West Zone,Hyderabad,500018,Fathe Nagar,16.83991948
Chandana medical,17.330215,78.57804333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.330215,78.5780433333",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Ward 13 Hayath Nagar,16.84059489
S R stationery,17.33966667,78.536665,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3396666667,78.536665",Telangana,Ranga Reddy District,Saroornagar mandal,500079,Ward 17 Champapet,16.84319917
Lb Bala KGS,17.37980167,78.474455,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3798016667,78.474455",Telangana,Hyderabad District,Nampally mandal,500012,Ward 77 Jambagh,16.84420719
Testa snacks Shop,17.3800403,78.4742078,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3800403,78.4742078",Telangana,Hyderabad District,Nampally mandal,500012,Ward 77 Jambagh,16.84516658
Royal pan shop,17.4671764,78.4289455,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4671764,78.4289455",Andhra Pradesh,West Zone,Hyderabad,500018,Fathe Nagar,16.85205401
AR home needs,17.3559535,78.5036574,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3559535,78.5036574",Telangana,Hyderabad District,Saidabad mandal,500065,Ward 37 Kurmaguda,16.85281053
Banglore Iyengar Bakery,17.33001667,78.5785,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3300166667,78.5785",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Ward 13 Hayath Nagar,16.85589167
Moheef an shop,17.45363333,78.43192333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4536333333,78.4319233333",Telangana,Hyderabad District,Ameerpet mandal,500018,Ward 101 Erragadda,16.86237363
Mo Sai kjs,17.4334263,78.4387799,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4334263,78.4387799",Telangana,Hyderabad District,Khairatabad mandal,500073,Ward 96 Yousufguda,16.86492929
Sri Laxmi narasimha KGS,17.33940167,78.53667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3394016667,78.53667",Telangana,Ranga Reddy District,Balapur mandal,500079,Jillelaguda,16.86790928
Jagadamba kgs,17.342485,78.52884,Naturo,Hydrabad,"https://www.google.com/maps/search/17.342485,78.52884",Telangana,Ranga Reddy District,Saroornagar mandal,500079,Ward 17 Champapet,16.86855011
Sri Venkateshwara traders,17.3424851,78.5288205,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3424851,78.5288205",Telangana,Ranga Reddy District,Saroornagar mandal,500079,Ward 17 Champapet,16.86930188
Ganesh,17.52944667,78.42895667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5294466667,78.4289566667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Ward 125 Gajularamaram,16.86988054
Rakhi Enterprises,17.3414924,78.5311791,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3414924,78.5311791",Telangana,Ranga Reddy District,Saroornagar mandal,500079,Karmanghat,16.87058494
Priya kjs,17.5014771,78.4259873,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5014771,78.4259873",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 122 Vivekananda Nagar Colony,16.87131751
Trendsend,17.5293101,78.4288954,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5293101,78.4288954",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Ward 125 Gajularamaram,16.87334302
Rajaram enterprises,17.3303666,78.5736245,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3303666,78.5736245",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Vanasthalipuram,16.87487985
Devi trader,17.45363167,78.43177833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4536316667,78.4317783333",Telangana,Hyderabad District,Ameerpet mandal,500018,Ward 101 Erragadda,16.8764113
Rahim,17.480845,78.42674833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.480845,78.4267483333",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500037,Ward 121 Kukatpally,16.87658103
Ramakrishna kjs,17.49873167,78.42580333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4987316667,78.4258033333",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 121 Kukatpally,16.88596251
Ramu KGS,17.3752323,78.4784757,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3752323,78.4784757",Telangana,Hyderabad District,Nampally mandal,500012,Ward 50 Begum Bazar,16.88831111
Sri rajarajeshwari kgs,17.3302242,78.5736347,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3302242,78.5736347",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Vanasthalipuram,16.88888186
Paravathi kjs,17.49908,78.42577,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49908,78.42577",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 122 Vivekananda Nagar Colony,16.88952371
Famous confectionery,17.3894649,78.4650707,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3894649,78.4650707",Telangana,Hyderabad District,Nampally mandal,500001,Ward 77 Jambagh,16.89076327
Veerbadra kjs,17.49909167,78.425725,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4990916667,78.425725",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 122 Vivekananda Nagar Colony,16.89403247
Ak kgs,17.39546279,78.46022825,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39546279,78.46022825",Telangana,Hyderabad District,Asif Nagar mandal,500004,Ward 73 Vijay Nagar Colony,16.89518334
Shuruti,17.3296957,78.5776035,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3296957,78.5776035",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Ward 13 Hayath Nagar,16.89665558
Sri ayappa kjs,17.453465,78.43157833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.453465,78.4315783333",Telangana,Hyderabad District,Ameerpet mandal,500018,Ward 101 Erragadda,16.90007965
Sri Balaji kgs,17.52975167,78.42869,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5297516667,78.42869",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,16.90181425
JS traders,17.356,78.50257833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.356,78.5025783333",Telangana,Hyderabad District,Saidabad mandal,500059,Ward 37 Kurmaguda,16.90742274
Sarwal Pan Shop,17.3801211,78.4732526,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3801211,78.4732526",Telangana,Hyderabad District,Nampally mandal,500012,Ward 77 Jambagh,16.90797606
ZSR Bake factory,17.35601667,78.50253167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3560166667,78.5025316667",Telangana,Hyderabad District,Saidabad mandal,500059,Ward 37 Kurmaguda,16.90856657
Sri super market,17.52998,78.42864,Naturo,Hydrabad,"https://www.google.com/maps/search/17.52998,78.42864",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,16.91105426
Chamunda kgs,17.32996,78.57357167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.32996,78.5735716667",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Vanasthalipuram,16.91588126
Sandya KGS,17.378665,78.47456667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.378665,78.4745666667",Telangana,Hyderabad District,Nampally mandal,500012,Ward 50 Begum Bazar,16.91609817
AK children sweets,17.355835,78.50256667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.355835,78.5025666667",Telangana,Hyderabad District,Saidabad mandal,500059,Ward 37 Kurmaguda,16.92189788
Santho kjs,17.49791667,78.42543167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4979166667,78.4254316667",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500055,Ward 121 Kukatpally,16.92287508
Sunshine baak,17.3387743,78.5365927,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3387743,78.5365927",Telangana,Ranga Reddy District,Balapur mandal,500079,Jillelaguda,16.92948577
Anu kjs,17.49671333,78.425355,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4967133333,78.425355",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500072,Ward 121 Kukatpally,16.93088617
Sri super market,17.5298973,78.4284184,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5298973,78.4284184",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,16.93124008
Medicover pharmacy,17.5299012,78.4284142,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5299012,78.4284142",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,16.9317264
Syed ashraf kgs,17.37980167,78.47309167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3798016667,78.4730916667",Telangana,Hyderabad District,Nampally mandal,500012,Ward 50 Begum Bazar,16.94176775
Sri venkat sai kirana general,17.49372208,78.42516795,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49372208,78.42516795",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500037,Ward 121 Kukatpally,16.95414583
Ayyap kjs,17.44735167,78.43275833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4473516667,78.4327583333",Telangana,Hyderabad District,Khairatabad mandal,500873,Vengal Rao Nagar,16.95795359
RK general Store,17.38039333,78.472205,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3803933333,78.472205",Telangana,Hyderabad District,Nampally mandal,500012,Ward 77 Jambagh,16.96450401
Sarwal Pan Shop,17.38041667,78.47214,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3804166667,78.47214",Telangana,Hyderabad District,Nampally mandal,500012,Ward 77 Jambagh,16.96758176
Priya kjs,17.43161,78.43840667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43161,78.4384066667",Telangana,Hyderabad District,Khairatabad mandal,500073,Ward 97 Somajiguda,16.96944946
Vakil khs,17.3789461,78.4735202,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3789461,78.4735202",Telangana,Hyderabad District,Nampally mandal,500012,Ward 50 Begum Bazar,16.97085253
Shaik kgs,17.3789662,78.47343,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3789662,78.47343",Telangana,Hyderabad District,Nampally mandal,500012,Ward 50 Begum Bazar,16.97588522
Md Nizam kgs,17.378945,78.47343,Naturo,Hydrabad,"https://www.google.com/maps/search/17.378945,78.47343",Telangana,Hyderabad District,Nampally mandal,500012,Ward 50 Begum Bazar,16.97736931
Madina kgs,17.37901,78.47323833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.37901,78.4732383333",Telangana,Hyderabad District,Nampally mandal,500012,Ward 50 Begum Bazar,16.98651502
Start KGS,17.37908167,78.47297833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3790816667,78.4729783333",Telangana,Hyderabad District,Nampally mandal,500012,Ward 50 Begum Bazar,17.00010418
Prasanna enterprises,17.32907333,78.57348667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3290733333,78.5734866667",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Vanasthalipuram,17.00491641
Padma Priya medical,17.32897167,78.57357833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3289716667,78.5735783333",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Vanasthalipuram,17.01386514
Baljeet kjs,17.44654,78.43231,Naturo,Hydrabad,"https://www.google.com/maps/search/17.44654,78.43231",Telangana,Hyderabad District,Khairatabad mandal,500018,Vengal Rao Nagar,17.02502372
RV bakery,17.54304333,78.43050667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5430433333,78.4305066667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Ward 129 Suraram,17.02747164
Srinivas stores,17.3290778,78.5703372,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3290778,78.5703372",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Ward 14 BN Reddy Nagar,17.04655417
Nihara pan shop,17.41891667,78.44349333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4189166667,78.4434933333",Telangana,Hyderabad District,Shaikpet mandal,500034,Ward 92 Venkateshwara Colony,17.0510756
Aditya bakery,17.4656308,78.4268738,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4656308,78.4268738",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Ward 118 Fateh Nagar,17.0842434
Ramalingeshwara milk parlour,17.32844667,78.571725,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3284466667,78.571725",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Ward 14 BN Reddy Nagar,17.0898461
Sree sai Enterprises,17.3293536,78.5655834,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3293536,78.5655834",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Ward 14 BN Reddy Nagar,17.09367251
Noor ice cream parlour,17.355155,78.500385,Naturo,Hydrabad,"https://www.google.com/maps/search/17.355155,78.500385",Telangana,Hyderabad District,Saidabad mandal,500065,Ward 37 Kurmaguda,17.09830174
Mahalakshmi kgs,17.32929667,78.565555,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3292966667,78.565555",Telangana,Ranga Reddy District,Hayathnagar mandal,500070,Ward 14 BN Reddy Nagar,17.09976573
Ram kjs,17.439315,78.43397167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.439315,78.4339716667",Telangana,Hyderabad District,Khairatabad mandal,500045,Ward 99 Vengal Rao Nagar,17.10007421
Mk bakery,17.4695604,78.4259953,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4695604,78.4259953",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Ward 115 Balaji Nagar,17.10126736
Kalyan medical shop,17.4695437,78.4259921,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4695437,78.4259921",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Ward 115 Balaji Nagar,17.1018588
S M kgs,17.35513333,78.50016833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.3551333333,78.5001683333",Telangana,Hyderabad District,Saidabad mandal,500065,Ward 37 Kurmaguda,17.1120645
Ashin,17.4190958,78.4426884,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4190958,78.4426884",Telangana,Hyderabad District,Shaikpet mandal,500034,Ward 92 Venkateshwara Colony,17.11423246
Gupta Stationary,17.38724594,78.46394908,Naturo,Hydrabad,"https://www.google.com/maps/search/17.38724594,78.46394908",Telangana,Hyderabad District,Nampally mandal,500023,Ward 77 Jambagh,17.11941867
Mo kjs,17.43361833,78.43588667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4336183333,78.4358866667",Telangana,Hyderabad District,Khairatabad mandal,500073,Ward 96 Yousufguda,17.12549701
Pharmacy,17.42806,78.43823167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42806,78.4382316667",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.12702139
Aditya bakery,17.4647299,78.4263426,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4647299,78.4263426",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Ward 117 Moosapet,17.15355601
Sri vaibav medical,17.473019,78.4249212,Naturo,Hydrabad,"https://www.google.com/maps/search/17.473019,78.4249212",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Ward 115 Balaji Nagar,17.15384609
Anu kjs,17.42778,78.4380363,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42778,78.4380363",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 95 Jubilee Hills,17.1562757
Smart India,17.43273167,78.43588,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4327316667,78.43588",Telangana,Hyderabad District,Khairatabad mandal,500073,Ward 97 Somajiguda,17.15954024
Lucky kgs,17.39058904,78.4606756,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39058904,78.4606756",Telangana,Hyderabad District,Nampally mandal,500023,Ward 76 Mallepally,17.15981425
Vasavi bakery,17.43264833,78.435865,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4326483333,78.435865",Telangana,Hyderabad District,Khairatabad mandal,500073,Ward 97 Somajiguda,17.16408988
Sri Ram kjs,17.43267833,78.435825,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4326783333,78.435825",Telangana,Hyderabad District,Khairatabad mandal,500073,Ward 97 Somajiguda,17.16665233
Laxmi kjs,17.45959667,78.42725167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4595966667,78.4272516667",Telangana,Medchal Malkajgiri District,Balanagar mandal,500018,Ward 117 Moosapet,17.17122691
Royal pan shop,17.4197615,78.4416224,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4197615,78.4416224",Telangana,Hyderabad District,Shaikpet mandal,500034,Ward 92 Venkateshwara Colony,17.17861853
Manjunath kjs,17.43886667,78.43327833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4388666667,78.4332783333",Telangana,Hyderabad District,Khairatabad mandal,500038,Ward 99 Vengal Rao Nagar,17.18057034
PV pan shop,17.41938167,78.44177,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4193816667,78.44177",Telangana,Hyderabad District,Shaikpet mandal,500034,Ward 92 Venkateshwara Colony,17.18277183
Cakes walk bakery,17.47385667,78.424445,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4738566667,78.424445",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500037,Ward 115 Balaji Nagar,17.18910018
Devi kjs,17.4541336,78.4283623,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4541336,78.4283623",Telangana,Medchal Malkajgiri District,Balanagar mandal,500018,Ward 117 Moosapet,17.19352467
Jai Durga kgs,17.38154511,78.46789124,Naturo,Hydrabad,"https://www.google.com/maps/search/17.38154511,78.46789124",Telangana,Hyderabad District,Nampally mandal,500012,Goshamahal,17.20040979
Sanjeev Kumar kjs,17.43872,78.433115,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43872,78.433115",Telangana,Hyderabad District,Khairatabad mandal,500045,Yousufguda,17.20094539
Praveen ljs,17.43872,78.433095,Naturo,Hydrabad,"https://www.google.com/maps/search/17.43872,78.433095",Telangana,Hyderabad District,Khairatabad mandal,500045,Yousufguda,17.20282373
Jai kishan,17.42537,78.43839167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.42537,78.4383916667",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.22378795
New stationary shop,17.42593167,78.43811167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4259316667,78.4381116667",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.22568692
Resident pan shop,17.42587833,78.43811167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4258783333,78.4381116667",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.227913
Geetha kirana general,17.49322432,78.4224257,Naturo,Hydrabad,"https://www.google.com/maps/search/17.49322432,78.4224257",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500072,Ward 121 Kukatpally,17.22954259
Raju pan stall,17.42527833,78.43828667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4252783333,78.4382866667",Telangana,Hyderabad District,Shaikpet mandal,500034,Ward 92 Venkateshwara Colony,17.23716977
Bhavani kjs,17.46811667,78.42478,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4681166667,78.42478",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Ward 117 Moosapet,17.24540268
Jai havani,17.468085,78.42476,Naturo,Hydrabad,"https://www.google.com/maps/search/17.468085,78.42476",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Ward 117 Moosapet,17.24791815
Tulsai kjs,17.46847333,78.42454833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4684733333,78.4245483333",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500018,Ward 117 Moosapet,17.26212951
Mohan kjs,17.45190167,78.42812167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4519016667,78.4281216667",Telangana,Hyderabad District,Khairatabad mandal,500018,Ward 101 Erragadda,17.27475553
Rahim,17.42593167,78.43754833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4259316667,78.4375483333",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.27689979
Mountain bkery,17.42593167,78.43754833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4259316667,78.4375483333",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.27689979
Banjarhills communication,17.42592667,78.43744667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4259266667,78.4374466667",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.28635291
Swati kgs,17.52637333,78.42415,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5263733333,78.42415",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500072,Gajularamaram,17.28880423
Kanda Reddy,17.48806833,78.42202667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4880683333,78.4220266667",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500072,Ward 121 Kukatpally,17.29077387
Shiva Sai kgs,17.39802598,78.45343332,Naturo,Hydrabad,"https://www.google.com/maps/search/17.39802598,78.45343332",Telangana,Hyderabad District,Asif Nagar mandal,500057,Vijay Nagar Colony,17.29154763
Tender kjs,17.42588667,78.43740333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4258866667,78.4374033333",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.29195774
Royal pan shop,17.42572667,78.437455,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4257266667,78.437455",Telangana,Hyderabad District,Shaikpet mandal,500073,Ward 92 Venkateshwara Colony,17.29392077
Ragavendra kgs,17.53007167,78.42472667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5300716667,78.4247266667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,17.29710475
Bhagya Lakshmi kgs,17.52645167,78.424065,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5264516667,78.424065",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,17.29848326
Vijay Laxmi kgs,17.48809833,78.421935,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4880983333,78.421935",Telangana,Medchal Malkajgiri District,Kukatpally mandal,500037,Ward 121 Kukatpally,17.29975787
Manga kgs,17.52636333,78.42399833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5263633333,78.4239983333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,17.30359772
Sree kanaka Durga kgs,17.52922333,78.42448167,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5292233333,78.4244816667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,17.30556971
Shiva sai medical,17.5261396,78.4238365,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5261396,78.4238365",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,17.31588311
Gayatri kjs,17.45860167,78.42595333,Naturo,Hydrabad,"https://www.google.com/maps/search/17.4586016667,78.4259533333",Telangana,Medchal Malkajgiri District,Balanagar mandal,500018,Ward 117 Moosapet,17.3200776
Ramesh provision,17.52619667,78.42379833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5261966667,78.4237983333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,17.32058341
Nakshatra kgs,17.526275,78.42380667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.526275,78.4238066667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,17.32104672
Mallika Reddy,17.526275,78.42380667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.526275,78.4238066667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500055,Gajularamaram,17.32104672
Lakshmi kgs,17.52640833,78.42380667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5264083333,78.4238066667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500072,Gajularamaram,17.32324367
Surya kgs,17.52640833,78.42380667,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5264083333,78.4238066667",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500072,Gajularamaram,17.32324367
Sree Krishna kgs,17.52640167,78.42366833,Naturo,Hydrabad,"https://www.google.com/maps/search/17.5264016667,78.4236683333",Telangana,Medchal Malkajgiri District,Quthbullapur mandal,500072,Gajularamaram,17.33677797
